0,1,2,3
2.5200183823254076,2.5224472364498234,2.3947770476535926,2.5088799723629625
-0.09425553323470284,1.7388440257873636,1.9035481511562096,-0.08691893648629742
1.128410327040543,1.3277485207003124,1.1284134839821947,-0.8690381790268276
0.15906092542683536,0.15929262960900328,0.1596107977350337,0.3407077527833068
1.4491559808869454,1.4514272556847323,1.4944499392677777,1.6624802605686753
0.5766850631346894,0.5590818244687997,0.558963522204234,0.558627966092841
-0.0007686924711137744,1.953575453250368,1.9317632123491295,1.9570726580078113
1.189593547705563,-0.8041991437333187,-0.8100241063280668,-0.8033844784063857
0.23335553130383577,0.23310837129712328,0.23028606257814163,0.23014645670819855
1.5406189907305303,1.3557294506656947,1.370616135894697,1.3551770393716422
0.6718402363567602,0.6717254805905374,0.6716839309352188,0.6755378023888963
2.0895486976704194,2.0931245286681905,2.0942696418957434,0.2878381544768791
1.3658800413648877,1.3616306720775209,1.3532486967968402,-0.6414168794769086
0.4543145198216487,0.45355448952622185,0.4563029319413387,0.45715263516288385
1.8149996156222352,1.6400888167220042,-0.17744138718715483,0.015028819352854939
1.0177958821019915,1.0180171973014427,1.018222882594635,1.0178300244293617
